model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,1.0,0.75
0.22746699,0.14338712
0.14038283,0.13856865
0.13736665,0.13682102
0.13638547,0.13493621
0.13585849,0.13527796
0.13550578,0.13464132
0.13529766,0.13456619
0.13507196,0.1339196
0.13481629,0.13371734
0.13459052,0.13396142
0.13444348,0.13366792
0.13425836,0.13344452
0.13412912,0.13321312
0.13406233,0.13314039
0.13396117,0.13321926
0.13389134,0.13289195
0.13385493,0.13313408
0.13383278,0.13316265
0.13373613,0.1326725
0.13366227,0.13291043
