model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,0.5,0.75
0.2828161,0.16138214
0.15475625,0.14927803
0.14945334,0.14751074
0.14778562,0.14575881
0.14686401,0.14502878
0.14619596,0.14501022
0.14535233,0.14529328
0.14471096,0.14380413
0.14428344,0.14314654
0.14399472,0.14250539
0.14371757,0.1428092
0.14346752,0.14202997
0.1432223,0.14167419
0.14308083,0.14161696
0.14287248,0.14181182
0.14264803,0.14216183
0.1425124,0.14159627
0.1423751,0.14097147
0.142166,0.14096574
0.14200662,0.1412068
