model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,0.25,0.5
0.32147285,0.18240125
0.17336889,0.16457649
0.16206402,0.15841316
0.15789671,0.15657464
0.15660182,0.1556961
0.15582405,0.15472448
0.15524095,0.15424085
0.1547333,0.15395565
0.1542824,0.15389399
0.15396485,0.1529562
0.15385596,0.15356247
0.15362053,0.15271053
0.15350983,0.15289904
0.15350425,0.15285708
0.1533433,0.1534128
0.15327562,0.15336448
0.1532914,0.15245776
0.15319052,0.15217504
0.1531127,0.15210916
0.15303259,0.15206258
