model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,0.5,0.25
0.29706666,0.16832677
0.1620722,0.15921009
0.15722227,0.15570694
0.15599498,0.15454286
0.15535443,0.15534563
0.15489684,0.15389253
0.15448162,0.15494053
0.15421182,0.15415087
0.15406027,0.15352221
0.15378393,0.15278754
0.15377253,0.15328063
0.15351717,0.15415055
0.15342925,0.15231788
0.15334553,0.15223883
0.15322427,0.1532193
0.15310366,0.15350339
0.15314692,0.15206428
0.15305287,0.15221721
0.15295658,0.15228961
0.15287401,0.15242189
