model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,0.75,0.75
0.26550642,0.15225677
0.14960854,0.14932424
0.145778,0.14606482
0.14389263,0.1425895
0.14299242,0.14235476
0.14228804,0.14086252
0.14176689,0.14074509
0.14135468,0.14066271
0.14107531,0.14179783
0.14082243,0.13957526
0.14053771,0.1391648
0.14017358,0.1388342
0.13986278,0.13859205
0.13964532,0.13849795
0.13937095,0.13828501
0.13916136,0.13842198
0.13910352,0.13800815
0.13901867,0.13835157
0.13886172,0.13770956
0.13872142,0.13839768
