model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,0.5,0.0
0.29327434,0.17174582
0.17142354,0.17075871
0.1708195,0.17013186
0.17067213,0.16989785
0.17058451,0.17026989
0.17050712,0.16978477
0.1704354,0.17051725
0.17028177,0.16978334
0.17022303,0.16977745
0.17000599,0.16967848
0.17000118,0.16979845
0.16980983,0.16941595
0.16978541,0.16926144
0.16976833,0.16939263
0.16970187,0.16965431
0.16963266,0.16907172
0.16968374,0.16920385
0.16960578,0.1690173
0.16957669,0.16893828
0.16952443,0.169277
