model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,0.25,0.0
0.3487323,0.246789
0.24492288,0.24578784
0.24445488,0.24522054
0.24434192,0.24589972
0.24421337,0.24517258
0.24427268,0.24487674
0.2441386,0.2452629
0.24415009,0.24511935
0.24410479,0.24528246
0.24400266,0.24496718
0.24413335,0.2450631
0.24402647,0.24508658
0.24396817,0.24493903
0.24409035,0.24480815
0.2439731,0.24511766
0.24398912,0.24471745
0.24405357,0.24481344
0.24394393,0.24480528
0.24394809,0.24486898
0.24404308,0.24510853
