model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,0.25,1.0
0.2675494,0.14092946
0.14034799,0.13859512
0.13978429,0.13964869
0.1395188,0.13949016
0.13933568,0.13955483
0.1391015,0.13882543
0.13897696,0.13825466
0.13889371,0.13857535
0.13885112,0.13752747
0.1387871,0.13787419
0.13878019,0.13769226
0.1387197,0.13774486
0.1386611,0.13746706
0.13866234,0.13828345
0.13861606,0.1379531
0.13855237,0.13739794
0.13855673,0.1375039
0.13858423,0.13790047
0.1384984,0.1372416
0.13844079,0.13753752
