model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,0.75,0.0
0.266976,0.14591922
0.14311704,0.14255174
0.14180404,0.14057468
0.14146066,0.14131139
0.14117512,0.14045104
0.1409414,0.13988271
0.14074194,0.1401804
0.1405905,0.13948718
0.1404568,0.13998
0.1403581,0.13940707
0.14030205,0.14017014
0.14022599,0.13932224
0.14010066,0.1393829
0.14007528,0.13911
0.13999884,0.13959414
0.13996553,0.13895392
0.1399362,0.13895272
0.13996625,0.13883051
0.13986239,0.13880724
0.13983534,0.13917397
